id,title,source,source_names,date,url,one_liner,sponsor_names,company_names,has_sponsor_signal,company_affiliation_signal
dbf05e0a4f66bd5b8530821501e3aff2f9fcc77b4c54acc8e00309256ae3188c,Increasing the effective gene drive homing rate by targeting the haploinsufficient spermatogenesis gene KLHL10,bioRxiv (all),bioRxiv (all),2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.22.695236v1?rss=1,No LLM provider configured.,,,False,False
47786831dcab1b2ab972d69acbe1d449b8c9ffa86f086cfbc604766c9b4c21db,Do stomatal movements have a limited dynamic range?,bioRxiv (all),bioRxiv (all),2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.22.695892v1?rss=1,No LLM provider configured.,,,False,False
de9e03058825c85ad4e251149d4bb327543e92f3c61a31b21aa03432aaac5de1,Coupled dynamics of predator group formation and prey populations,bioRxiv (all),bioRxiv (all),2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696504v1?rss=1,No LLM provider configured.,,,False,False
aca91dee57245c4b14e5ff0e4b559261063e998d9de679fa99ac16edd0f0d13c,Changes to Chest Surface Anatomy Following Exchange From Anatomic Textured Implants to Smooth Round Implants in Breast Reconstruction: A Preliminary 3D Imaging Analysis,PubMed - cancer (broad),PubMed - cancer (broad),2025-12-23T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450780/,No LLM provider configured.,,,False,False
ff430efbdb6b1f1c69f10e764d6936a000356496515d5cd212dba65697d62222,Multichiral Half-Sandwich Ru(II) and Os(II) Anticancer Complexes Containing a Glutathione Synthesis Inhibitor,PubMed - cancer (broad),PubMed - cancer (broad),2025-12-22T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450725/,No LLM provider configured.,,,False,False
8657f9016eedace218254e117e6fa271e09f6f90dcc675a04851323956430b33,Discovery of d‑Miniprotein Inhibitors of PD-1/PD-L1 Interaction via Mirror-Image Phage Display against Synthetic d‑PD‑1,PubMed - cancer (broad),PubMed - cancer (broad);Biology,2025-12-22T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450668/,No LLM provider configured.,,,False,False
6486ffee5378821137ed05bc981418031269e6da1e466f3f3bc0b75ad2f98f68,Allopurinol Reprograms Uric Acid Self-Assembly by Disrupting Cytotoxic Fibrils and Redirecting Crystal Growth,PubMed - cancer (broad),PubMed - cancer (broad),2025-12-22T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450665/,No LLM provider configured.,,,False,False
2738ccb9af30758b8678fd0c40b9f32092ada980f286cb4a1a257b1941977be6,USSGAN: Unsupervised Spectral and Spatial Attention-Based Generative Adversarial Network for Cholangiocarcinoma Detection,PubMed - cancer (broad),PubMed - cancer (broad),2025-12-22T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450473/,No LLM provider configured.,,,False,False
5a541eef83a9ce3b4ec9b8d4e0a14df91b8a6238503e50573af01c20bbe0f997,Revealing Prostate Calcification Heterogeneity through Their Elemental Distribution,PubMed - cancer (broad),PubMed - cancer (broad),2025-12-22T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450468/,No LLM provider configured.,,,False,False
5d71a7d6809466c4f07c461f6776a72a636bb279da8d7e88422241e30963c2da,Mitochondrial Unfolded Protein Responsive Imaging and Surgical Navigation in Ovarian Cancer,PubMed - cancer (broad),PubMed - cancer (broad),2025-12-22T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41450467/,No LLM provider configured.,,,False,False
