id,title,source,source_names,date,url,one_liner,sponsor_names,company_names,has_sponsor_signal,company_affiliation_signal
fed148338321a49666dbd0c50ea193caadcb1533aca84b718fe64ee74b9cc6df,TRBC2-targeting antibody–drug conjugates for the treatment of T cell cancers,Nature Cancer,Nature Cancer,2025-12-22T00:00:00,https://www.nature.com/articles/s43018-025-01069-z,Summary skipped due to cap.,,,False,False
6a77fc6cc5b55f60844eb169cc1d349120f2d371c2b1cbc97f93d575d4ce768a,<cite>Science</cite> editors pick 2025’s stories that stood out,Science News,Science News,2025-12-26T10:00:00,https://www.science.org/content/article/science-editors-pick-2025-s-stories-stood-out,Summary skipped due to cap.,,,False,False
87da883b48a945412c1c4b53c40e4f79240aa09566ffae64bb7337c5c129312b,Five things to know about NSF’s new rules on merit review,Science News,Science News,2025-12-24T10:50:00,https://www.science.org/content/article/five-things-know-about-nsf-s-new-rules-merit-review,Summary skipped due to cap.,,,False,False
58fc7912179d4602cf134b5ff491285d47b118974b31eeb7877ec8c591579f91,"Two ancient humans, including famed ‘Iceman,’ had cancer-causing virus",Science News,Science News,2025-12-23T05:05:00,https://www.science.org/content/article/two-ancient-humans-including-famed-iceman-had-cancer-causing-virus,Summary skipped due to cap.,,,False,False
f144f90887467a7ca4313ae55d6a27988b93f0531ac63a9132da66310e0600bf,Life in Europa’s ocean could feed on rocks’ radioactive decay,Science News,Science News,2025-12-23T04:45:00,https://www.science.org/content/article/life-europa-s-ocean-could-feed-rocks-radioactive-decay,Summary skipped due to cap.,,,False,False
fab24c2d75420b9b7af9ddcfa1a0aab7ae4501e0f9213a5db92eefccf783c5ea,NIH official resigns after flap over risks of seasonal flu virus study,Science News,Science News,2025-12-23T04:20:00,https://www.science.org/content/article/nih-official-resigns-after-flap-over-risks-seasonal-flu-virus-study,Summary skipped due to cap.,,,False,False
12e6d58b87ff16e7e31c7d8a1bf3dfbc4d419ad6f83f099bb26b44402d591c26,Roots of milk drinking revealed by South Asian genomes,Science News,Science News,2025-12-23T03:40:00,https://www.science.org/content/article/roots-milk-drinking-revealed-south-asian-genomes,Summary skipped due to cap.,,,False,False
fb255128bb4ecb5ebbfe014f604a438a1bbb06c613f348f3fadcbd129fb42d36,Replicas of the uterine lining reveal drugs that may boost pregnancy success,Science News,Science News,2025-12-23T12:55:00,https://www.science.org/content/article/replicas-uterine-lining-reveal-drugs-may-boost-pregnancy-success,Summary skipped due to cap.,,,False,False
7f4ed1bbcb62853e306422fbf4f36749bfbd36adf2e113a6cd4d43174458ab08,Kennedy ‘deeply committed to ending animal experimentation’,Science News,Science News,2025-12-22T08:05:00,https://www.science.org/content/article/kennedy-deeply-committed-ending-animal-experimentation,Summary skipped due to cap.,,,False,False
8dce97f70be43f110afa4601debffe8318036bff0c237b876c64c4d008c8ad76,This fish seems to use its bizarre skull like a drum,Science News,Science News,2025-12-22T05:35:00,https://www.science.org/content/article/fish-seems-use-its-bizarre-skull-drum,Summary skipped due to cap.,,,False,False
c969b467e8dc8390bf592cd170e5a71e797dc522cd885e28bf034a6854ddd109,Watch these raindrops turn into rolling ‘sandballs’,Science News,Science News,2025-12-22T03:00:00,https://www.science.org/content/article/watch-these-raindrops-turn-rolling-sandballs,Summary skipped due to cap.,,,False,False
