id,title,source,source_names,date,url,one_liner,sponsor_names,company_names,has_sponsor_signal,company_affiliation_signal
450e61c5ca47e8da264fe3e99406e99a9ebc0dec6661761d3a4b88b2ddb4e968,Lactate-Driven Heterogeneity of Immune Checkpoint Expression in Breast and Lung Cancer Cell Lines,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.11.698903v1?rss=1,No LLM provider configured.,,,False,False
921ff46dabe53750a34fa17be7231d21e0bf945757fe377460b725dc5c0ed4ff,"Analyzing an organisms sensors using Maximum Entropy models with bias, variance, and confusion matrices",bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.12.698979v1?rss=1,No LLM provider configured.,,,False,False
c64c88a7c539832b150d3cd4901b87cc61d3dc66d4f89a32d8b6958d71f43fc7,Histone H2BK108Me2 Tunes Gluconeogenic Load in Type 2 Diabetes: A Molecular Dynamics Study,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.12.699059v1?rss=1,No LLM provider configured.,,,False,False
4386f2a38a474257dbe9c0343ad5b051a5ffc6e98e77ce9879df66b66be97456,Multiscale curvature modulates epithelial architecture and nuclear organization.,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.12.698973v1?rss=1,No LLM provider configured.,,,False,False
308caf406a12908fa999dc4116c74e1b166afd29264202cd2e1f177b83aef231,Establishing label-free quantitative X-ray dose-response profiling by Holo-Tomographic Flow Cytometry,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.12.699031v1?rss=1,No LLM provider configured.,,,False,False
852eaddd563c109197eb341d555fad1d6add0e7bfa2ad9d6c0f9269ec7aab0b3,Bro1-Mediated Trafficking Couples TOR Signalling to Cellular Metabolism and Longevity,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.12.698986v1?rss=1,No LLM provider configured.,,,False,False
0a2b14fb86af97b9e0465e4966d8aa164e31d371495c5de8b3680995f626dc63,How and why to quantify pairwise pleiotropy and genotype-by-environment interactions,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.09.698568v1?rss=1,No LLM provider configured.,,,False,False
7a245a4338a5b7f04cf336f5341f9d3603bcc506ee5bd786b27b3b5aa01a886f,PRSS56 acts as an intrinsic retinal signal driving postnatal ocular axial growth and myopia susceptibility,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.11.697334v1?rss=1,No LLM provider configured.,,,False,False
8ba218ed144134c179949298bc28fa6cf2bc45ed962bdb4244cd205c2fbed857,Sex-specific landscapes of crossover and non-crossover recombination in coppery titi monkeys (Plecturocebus cupreus),bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.11.698870v1?rss=1,No LLM provider configured.,,,False,False
9247f18bd2d5f197ceb05d7507947b604d658908567c93a96dffc26a98714c95,Gene genealogies in haploid populations evolving according to sweepstakes reproduction,bioRxiv (all),bioRxiv (all),2026-01-12T00:00:00,https://www.biorxiv.org/content/10.64898/2026.01.08.698389v1?rss=1,No LLM provider configured.,,,False,False
