id,title,source,source_names,date,url,one_liner,sponsor_names,company_names,has_sponsor_signal,company_affiliation_signal
adc4c0beb022f7b7555c0a8f5d53317c05d4d3d519c7baeb0c1ea4e2dd2b0770,Active site assembly by SMG5 as a mechanism for SMG6 endonuclease licensing in nonsense-mediated mRNA decay,bioRxiv (all),bioRxiv (all),2025-12-28T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.695470v1?rss=1,No LLM provider configured.,,,False,False
c6715db1adb9095bd81451071f6d33e12c5711e6e030adf4101ec7fa54c17ef9,"A coelenterazine-dependent luciferase from the deep-sea coral Anthoptilum murrayi Kölliker, 1880 (Cnidaria: Octocorallia: Pennatulacea)",bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696692v1?rss=1,No LLM provider configured.,,,False,False
9c5a77bd5a9eee574fa5635e8d442659aec1b9abd3fb6a4479db15e5a4d45f2a,Virome of Culex nigripalpus at an Alabama aquaculture site reveals diverse insect-specific viruses and the impact of dual bioinformatic pipelines,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696710v1?rss=1,No LLM provider configured.,,,False,False
748db99909b699d13626f89e0dadf81404c6e2f3e8001a3a8a3dc4ec7b142499,Decoupling Central Metabolism from Catabolite Repression Enables Robust Cellulosic Sugar Co-consumption in E. coli,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696699v1?rss=1,No LLM provider configured.,,,False,False
302dcc86f8bee0cc19b36f023c8a91ebe39929621e539fc30caf9605f522e4d9,Metabolic Responses of Different Levels of Fitness,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696707v1?rss=1,No LLM provider configured.,,,False,False
3fc44fa22c06fef4f54340b98b332b1fb559c29ecbf2caea737a04548d417b82,Angle-resolved Measurements Reveal the Origin of Signal Anisotropy in Pump-probe Microscopy,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.691690v1?rss=1,No LLM provider configured.,,,False,False
5006eb1c475ae00c6682c40f8f382572a6d611eb807787832ecd68d62d49354d,Fitness Landscape for Antibodies 2: Benchmarking Reveals That Protein AI Models Cannot Yet Consistently Predict Developability Properties,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696706v1?rss=1,No LLM provider configured.,,,False,False
2ecb4b24fc5a06e79610253a74f842f40e14620ea6bcb5b8d648acda34b474c7,From Nutraceutical to Molecular Targets: Antidiabetic Effects of Spirulina maxima Validated by In Vivo and In Silico Studies.,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696639v1?rss=1,No LLM provider configured.,,,False,False
57d2689853aa0862c12aaad379b0a5cfaba3595368245aa24ad00ad0f0e79957,Lateral inhibition governs ancestral cellular patterning in fossil and extant liverworts,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.696693v1?rss=1,No LLM provider configured.,,,False,False
bba634c9081ba209d512a674ee2d04e9a9d5b2e97cccc6b92aa39679a5456180,Optogenetic SH3 nanoclustering of SRC and HCK uncovers the functional specificity of these redundant kinases in macrophages.,bioRxiv (all),bioRxiv (all),2025-12-27T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.27.692121v1?rss=1,No LLM provider configured.,,,False,False
